1.121805652033337930e+00,1.149455124818170582e+00,-9.759700687379482265e-01,3.545613471728643606e-01,0.000000000000000000e+00
1.447065676466304129e+00,1.064452932268326935e+00,-8.950362609743230946e-01,-1.287674442269551578e-01,0.000000000000000000e+00
1.207809709126724362e+00,-7.773521450042768510e-01,1.222183781607961983e-01,6.180731698446103595e-01,0.000000000000000000e+00
1.063742356532483724e+00,1.295477539812057266e+00,-1.255397115387298035e+00,-1.144028826640521190e+00,0.000000000000000000e+00
-3.677175145267531919e-02,-1.087038296285229633e+00,7.367304212780139139e-01,9.658696758017366879e-02,0.000000000000000000e+00
1.384603646457809978e+00,1.320874224572287092e+00,-1.243652777352197702e+00,-9.383863790185079656e-01,0.000000000000000000e+00
1.111107929710756226e+00,1.858810423582205051e-01,-1.552172372565148173e-01,8.360284530663119051e-01,0.000000000000000000e+00
5.836116875545116489e-01,-1.488408184026100534e+00,1.640023203195066337e+00,2.806795722307299790e-01,0.000000000000000000e+00
9.745712105935960823e-01,6.539129664059769587e-01,-4.992683162994009383e-01,2.757515811844511444e-01,0.000000000000000000e+00
3.877448373982969598e-01,1.236570866972221294e+00,-8.516796928921746002e-01,2.172632314139298915e-01,0.000000000000000000e+00
2.783395127242632161e-01,1.168511160765779655e+00,-8.381481729821678162e-01,1.834005528427846976e-01,0.000000000000000000e+00
1.251409965566456561e+00,-7.889937125822883424e-01,2.313989436096326180e-01,9.782497985275190322e-01,0.000000000000000000e+00
5.157304166326038830e-01,9.783939649163794217e-01,-2.886616979264850502e-01,-9.137702305071438991e-01,0.000000000000000000e+00
-7.075048651281179435e-01,1.520502393640619010e+00,2.665855374064939332e-01,-8.306371641612223522e-01,0.000000000000000000e+00
1.045232481724332585e+00,1.159681977741753300e+00,-1.018723172810387823e+00,2.948398093047718271e-01,0.000000000000000000e+00
1.493023654602131822e+00,-9.053923436075306252e-01,4.855501323138754488e-01,1.270686786036119287e+00,0.000000000000000000e+00
7.876073990808457603e-01,1.946931806273741461e-01,-2.381471182830225408e-01,8.464938871916460883e-01,0.000000000000000000e+00
1.301373496928406315e-01,1.576549282891326065e-01,6.838344798116239298e-01,8.538787317450553527e-01,0.000000000000000000e+00
3.568833160926913606e-01,-1.159342146454958700e+00,1.611985336897831411e+00,-4.365883342191563821e-01,0.000000000000000000e+00
1.692127973355969983e+00,1.551898832116017424e+00,-1.334729422509772778e+00,-1.385381354308033774e+00,0.000000000000000000e+00
1.883701658632727538e+00,1.017204871761375307e+00,-9.324046092678235365e-01,3.354731190525436224e-01,0.000000000000000000e+00
-3.678582740309976201e-02,-1.087038296285229633e+00,7.367304212780139139e-01,9.658696758017366879e-02,0.000000000000000000e+00
1.232513002121633061e+00,1.404461702467701967e+00,-1.211831655917173567e+00,-1.345338451217014120e+00,0.000000000000000000e+00
1.766900367341012468e-01,1.186851317008737583e+00,-7.150415150015921872e-01,-2.229468286669511190e-01,0.000000000000000000e+00
1.407617825401784595e+00,1.357554537058203392e+00,-1.410510576036654751e+00,-1.217305910893885290e+00,0.000000000000000000e+00
9.570405596703107642e-02,-1.264798044851967562e+00,1.610592727644657440e+00,-7.998312684419720542e-01,0.000000000000000000e+00
2.496597637344473986e-01,-9.653557912494697968e-01,9.702013625726240154e-01,2.646719336823343260e-01,0.000000000000000000e+00
-2.871054917762972947e-01,1.102547959408672007e+00,1.775049655118013658e-01,-1.213592062569153418e+00,0.000000000000000000e+00
2.156986236123414447e+00,1.345912969480191901e+00,-1.348260942419779784e+00,-9.685256865769090728e-01,0.000000000000000000e+00
1.568365179248997876e+00,-9.000914248421404418e-01,4.694422852854969741e-01,1.086613226761587336e+00,0.000000000000000000e+00
-2.399405008915731496e-01,-3.579949274463116171e-01,8.144844379135585122e-01,6.408514395696326416e-01,0.000000000000000000e+00
3.711352158974464688e-01,2.906210610505787217e-01,4.434004922511443625e-01,8.003183730208128788e-01,0.000000000000000000e+00
1.359442885074106488e+00,9.706386014493293413e-01,-8.785106311699923953e-01,1.095187779006503437e-01,0.000000000000000000e+00
-4.922519122498303368e-01,1.276438548619320823e+00,7.726030943749771784e-02,-1.748005313810060635e+00,0.000000000000000000e+00
